iShares Core U.S. Aggregate Bond ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Sep 22, 2003"
Shares Outstanding,"631,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Asset Class,Weight (%),Price,Market Value,Notional Value,Sector,SEDOL,ISIN,Coupon (%),Maturity,YTM (%),Yield to Worst (%),Duration,Par Value
"TELEFONICA EMISIONES SAU","Fixed Income","0.00","116.95","3,461,867.30","3,461,867.30","Industrial","BF2TMG9","US87938WAW38","4.89","Mar 06, 2048","3.90","3.90","15.83","2,912,000.00"
"ENABLE MIDSTREAM PARTNERS LP","Fixed Income","0.00","102.44","3,458,584.23","3,458,584.23","Industrial","BFZYK67","US292480AL49","4.95","May 15, 2028","4.59","4.58","6.71","3,343,000.00"
"ENTERGY LOUISIANA LLC","Fixed Income","0.00","100.89","3,451,832.30","3,451,832.30","Utility","BZ0BJP5","US29364WAY49","2.40","Oct 01, 2026","2.25","2.25","6.01","3,395,000.00"
"US BANCORP","Fixed Income","0.00","102.05","3,454,622.31","3,454,622.31","Financial Institutions","BK6YKN8","US91159HHX17","2.40","Jul 30, 2024","1.92","1.91","4.17","3,346,000.00"
"MASTERCARD INC","Fixed Income","0.00","106.11","3,455,817.30","3,455,817.30","Industrial","BD6KVY5","US57636QAG91","2.95","Nov 21, 2026","1.99","1.95","6.03","3,240,000.00"
"PFIZER INC","Fixed Income","0.00","116.60","3,456,089.20","3,456,089.20","Industrial","BJR2186","US717081EU35","3.90","Mar 15, 2039","2.78","2.76","13.58","2,928,000.00"
"WESTPAC BANKING CORP","Fixed Income","0.00","100.88","3,451,826.06","3,451,826.06","Financial Institutions","BYZF9H7","US961214DU48","2.65","Jan 25, 2021","1.75","1.75","0.98","3,421,000.00"
"OCCIDENTAL PETROLEUM CORPORATION","Fixed Income","0.00","118.31","3,455,699.99","3,455,699.99","Industrial","BJSFZS2","US674599DB86","6.95","Jul 01, 2024","2.55","2.55","3.89","2,908,000.00"
"SANDS CHINA LTD","Fixed Income","0.00","110.74","3,453,555.88","3,453,555.88","Industrial","BHNG069","US80007RAF29","5.13","Aug 08, 2025","3.00","2.95","4.67","3,052,000.00"
"MIZUHO FINANCIAL GROUP INC","Fixed Income","0.00","113.21","3,444,956.50","3,444,956.50","Financial Institutions","BFY0776","US60687YAT64","4.25","Sep 11, 2029","2.58","2.54","7.24","3,000,000.00"
"EXPORT-IMPORT BANK OF KOREA","Fixed Income","0.00","106.97","3,443,910.15","3,443,910.15","Agency","BPYCWF5","US302154BN89","3.25","Aug 12, 2026","2.10","2.10","5.84","3,175,000.00"
"SAN FRANCISCO CA CITY & CNTY WTR","Fixed Income","0.00","136.28","3,443,325.12","3,443,325.12","Local Authority","-","US79765RSV23","6.00","Nov 01, 2040","2.87","2.87","10.32","2,500,000.00"
"ORANGE SA","Fixed Income","0.00","103.72","3,443,826.35","3,443,826.35","Industrial","B6TJCF8","US35177PAW77","4.13","Sep 14, 2021","1.80","1.80","1.56","3,272,000.00"
"PUBLIC SERVICE CO OF COLORADO","Fixed Income","0.00","121.09","3,441,022.84","3,441,022.84","Utility","BJZD6P3","US744448CK56","4.30","Mar 15, 2044","3.06","3.04","15.47","2,805,000.00"
"PEPSICO INC","Fixed Income","0.00","101.15","3,437,037.50","3,437,037.50","Industrial","BD45XC4","US713448DT28","2.25","May 02, 2022","1.73","1.71","2.13","3,380,000.00"
"BP CAPITAL MARKETS AMERICA INC.","Fixed Income","0.00","113.71","3,441,379.08","3,441,379.08","Industrial","BGS1HD8","US10373QAE08","4.23","Nov 06, 2028","2.48","2.44","7.26","3,001,000.00"
"MIZUHO FINANCIAL GROUP INC","Fixed Income","0.00","111.17","3,439,364.19","3,439,364.19","Financial Institutions","BFN8NN9","US60687YAR09","4.02","Mar 05, 2028","2.49","2.49","6.91","3,050,000.00"
"FGOLD 30YR 2005 PRODUCTION","Fixed Income","0.00","112.86","3,441,713.39","3,441,713.39","MBS Pass-Through","-","-","5.50","May 01, 2035","2.25","2.25","2.89","3,038,550.00"
"DELPHI CORP","Fixed Income","0.00","106.93","3,440,420.81","3,440,420.81","Industrial","BK1Q363","US247126AJ47","4.15","Mar 15, 2024","2.38","2.27","3.57","3,172,000.00"
"ARCELORMITTAL","Fixed Income","0.00","126.34","3,439,640.04","3,439,640.04","Industrial","B4VHFF7","US03938LAP94","7.00","Oct 15, 2039","4.90","4.90","11.56","2,680,000.00"
"PUBLIC SERVICE COMPANY OF COLORADO","Fixed Income","0.00","114.27","3,430,274.18","3,430,274.18","Utility","BDFZC71","US744448CN95","3.80","Jun 15, 2047","3.03","3.02","17.37","2,990,000.00"
"TARGET CORPORATION","Fixed Income","0.00","103.45","3,432,377.70","3,432,377.70","Industrial","BD07368","US87612EBE59","2.50","Apr 15, 2026","1.91","1.91","5.72","3,295,000.00"
"ECOLAB INC","Fixed Income","0.00","104.60","3,432,714.07","3,432,714.07","Industrial","B4X4NQ3","US278865AL43","4.35","Dec 08, 2021","1.83","1.83","1.79","3,263,000.00"
"BECTON DICKINSON AND COMPANY","Fixed Income","0.00","108.03","3,428,591.48","3,428,591.48","Industrial","BD3VQC4","US075887BW84","3.70","Jun 06, 2027","2.50","2.46","6.32","3,158,000.00"
"MOSAIC CO","Fixed Income","0.00","119.46","3,428,704.20","3,428,704.20","Industrial","BGDXKF2","US61945CAE30","5.63","Nov 15, 2043","4.31","4.29","13.76","2,843,000.00"
"PRUDENTIAL FINANCIAL INC MTN","Fixed Income","0.00","108.07","3,420,546.88","3,420,546.88","Financial Institutions","-","US74432QCF00","3.70","Mar 13, 2051","3.28","3.28","18.40","3,125,000.00"
"EMERSON ELECTRIC CO","Fixed Income","0.00","105.56","3,425,536.12","3,425,536.12","Industrial","BY3R4Q9","US291011BG86","3.15","Jun 01, 2025","2.05","2.00","4.75","3,230,000.00"
"UNILEVER CAPITAL CORP","Fixed Income","0.00","100.61","3,420,570.00","3,420,570.00","Industrial","BYYQNV3","US904764AU11","2.00","Jul 28, 2026","1.90","1.90","6.08","3,400,000.00"
"CANADIAN IMPERIAL BANK OF COMMERCE","Fixed Income","0.00","105.69","3,426,691.46","3,426,691.46","Financial Institutions","BF5JPH8","US13607RAD26","3.50","Sep 13, 2023","1.87","1.87","3.38","3,202,000.00"
"COMCAST CORPORATION","Fixed Income","0.00","135.12","3,421,954.90","3,421,954.90","Industrial","B0B7ZQ0","US20030NAF87","5.65","Jun 15, 2035","2.82","2.82","11.03","2,520,000.00"
"JPMORGAN CHASE & CO","Fixed Income","0.00","100.88","3,423,761.87","3,423,761.87","Financial Institutions","-","US46647PBF27","2.30","Oct 15, 2025","2.17","2.06","4.43","3,365,000.00"
"NATIONAL AUSTRALIA BANK LTD (NEW Y","Fixed Income","0.00","100.69","3,422,367.47","3,422,367.47","Financial Institutions","BF5RDD4","US63254AAX63","2.50","Jan 12, 2021","1.76","1.76","0.94","3,395,000.00"
"LLOYDS BANKING GROUP PLC","Fixed Income","0.00","101.56","3,421,665.67","3,421,665.67","Financial Institutions","BD2NL04","US539439AK53","3.10","Jul 06, 2021","2.00","2.00","1.40","3,363,000.00"
"UNITED AIRLINES 2014-2 CLASS A PAS","Fixed Income","0.00","105.87","3,415,021.91","3,415,021.91","Industrial","BPNXG80","US90932QAA40","3.75","Sep 03, 2026","2.48","2.48","4.48","3,180,273.00"
"ANHEUSER-BUSCH INBEV WORLDWIDE INC MTN","Fixed Income","0.00","115.42","3,418,511.17","3,418,511.17","Industrial","BFYT256","US035240AM26","4.38","Apr 15, 2038","3.25","3.23","12.68","2,930,000.00"
"FNMA 30YR 5% Investor 2010","Fixed Income","0.00","110.65","3,413,533.13","3,413,533.13","MBS Pass-Through","-","-","5.00","Jun 01, 2040","2.52","2.52","0.58","3,074,583.00"
"GSMS_18-GS10 A5","Fixed Income","0.00","113.56","3,416,016.75","3,416,016.75","CMBS","-","US36250SAE90","4.16","Jul 10, 2051","2.31","2.31","6.91","3,000,000.00"
"DARDEN RESTAURANTS INC","Fixed Income","0.00","106.90","3,420,285.66","3,420,285.66","Industrial","BDVK8W7","US237194AL90","3.85","May 01, 2027","2.79","2.76","6.20","3,172,000.00"
"BOSTON SCIENTIFIC CORPORATION","Fixed Income","0.00","112.00","3,413,635.45","3,413,635.45","Industrial","BJ8J3M4","US101137AX52","4.00","Mar 01, 2029","2.51","2.48","7.49","3,004,000.00"
"CAMPBELL SOUP COMPANY","Fixed Income","0.00","104.58","3,418,408.61","3,418,408.61","Industrial","BG1XJ13","US134429BE86","3.65","Mar 15, 2023","2.13","2.09","2.86","3,227,000.00"
"TIME WARNER CABLE LLC","Fixed Income","0.00","127.07","3,419,674.26","3,419,674.26","Industrial","B28WMV6","US88732JAJ79","6.55","May 01, 2037","4.31","4.31","11.07","2,658,000.00"
"SUNOCO LOGISTICS PARTNERS LP","Fixed Income","0.00","106.08","3,415,184.77","3,415,184.77","Industrial","BSN4Q84","US86765BAQ23","5.35","May 15, 2045","4.93","4.92","13.92","3,187,000.00"
"INTEL CORPORATION","Fixed Income","0.00","100.03","3,410,159.18","3,410,159.18","Industrial","BDDQWN2","US458140AW03","1.70","May 19, 2021","1.67","1.67","1.23","3,398,000.00"
"ERP OPERATING LIMITED PARTNERSHIP","Fixed Income","0.00","124.22","3,412,738.50","3,412,738.50","Financial Institutions","BNGK4X5","US26884ABB89","4.50","Jul 01, 2044","3.08","3.06","15.59","2,740,000.00"
"FEDERAL HOME LOAN BANKS","Fixed Income","0.00","99.85","3,410,347.33","3,410,347.33","Agency","BDG75K0","US3130ACE260","1.38","Sep 28, 2020","1.61","1.61","0.66","3,400,000.00"
"CALIFORNIA ST","Fixed Income","0.00","158.20","3,407,515.43","3,407,515.43","Local Authority","B5BGSJ6","US13063BBU52","7.35","Nov 01, 2039","2.98","2.98","11.22","2,130,000.00"
"NUTRIEN LTD","Fixed Income","0.00","105.34","3,409,340.55","3,409,340.55","Industrial","BDZVQG6","US67077MAC29","3.63","Mar 15, 2024","2.26","2.18","3.62","3,196,000.00"
"GLAXOSMITHKLINE CAPITAL PLC","Fixed Income","0.00","109.13","3,399,626.62","3,399,626.62","Industrial","BJ0M5L4","US377373AH85","3.38","Jun 01, 2029","2.28","2.26","7.93","3,100,000.00"
"FLORIDA POWER & LIGHT CO","Fixed Income","0.00","114.31","3,401,005.47","3,401,005.47","Utility","BF3RG04","US341081FP71","3.70","Dec 01, 2047","2.94","2.93","17.71","2,960,000.00"
"BP CAPITAL MARKETS AMERICA INC.","Fixed Income","0.00","105.44","3,401,679.32","3,401,679.32","Industrial","BH4K3S3","US10373QAT76","3.12","May 04, 2026","2.18","2.15","5.53","3,204,000.00"
"MARSH & MCLENNAN COMPANIES INC","Fixed Income","0.00","105.49","3,401,112.69","3,401,112.69","Financial Institutions","BYVDJ53","US571748AV42","3.50","Jun 03, 2024","2.17","2.10","3.85","3,208,000.00"
"FHMS_K069 A-2","Fixed Income","0.00","107.77","3,402,277.99","3,402,277.99","CMBS","-","US3137FBU791","3.19","Sep 25, 2027","2.02","2.02","6.49","3,150,000.00"
"ALLSTATE CORP","Fixed Income","0.00","125.07","3,392,577.54","3,392,577.54","Financial Institutions","BBG7S30","US020002BA86","4.50","Jun 15, 2043","3.00","3.00","15.31","2,701,000.00"
"KAISER FOUNDATION HOSPITALS","Fixed Income","0.00","105.85","3,394,458.01","3,394,458.01","Industrial","-","US48305QAE35","3.27","Nov 01, 2049","2.97","2.97","18.87","3,183,000.00"
"NEWMONT GOLDCORP CORP","Fixed Income","0.00","105.04","3,392,349.03","3,392,349.03","Industrial","BKTZXH3","US651639AT30","3.70","Mar 15, 2023","2.03","1.89","2.72","3,188,000.00"
"PHILIP MORRIS INTERNATIONAL INC","Fixed Income","0.00","106.80","3,387,634.48","3,387,634.48","Industrial","BYR3C25","US718172BQ16","3.38","Aug 11, 2025","2.07","2.01","4.84","3,126,000.00"
"PEPSICO INC","Fixed Income","0.00","108.09","3,386,346.66","3,386,346.66","Industrial","BHKDKT6","US713448EM65","3.38","Jul 29, 2049","2.96","2.96","18.49","3,085,000.00"
"BP CAPITAL MARKETS PLC","Fixed Income","0.00","106.19","3,388,564.85","3,388,564.85","Industrial","BF97NH4","US05565QDN51","3.28","Sep 19, 2027","2.39","2.36","6.60","3,156,000.00"
"BRANCH BANKING AND TRUST COMPANY","Fixed Income","0.00","109.42","3,388,814.38","3,388,814.38","Financial Institutions","BQYHBZ0","US07330MAA53","3.80","Oct 30, 2026","2.29","2.27","5.96","3,071,000.00"
"OCCIDENTAL PETROLEUM CORPORATION","Fixed Income","0.00","97.16","3,385,199.39","3,385,199.39","Industrial","BZ1C623","US674599CL77","4.10","Feb 15, 2047","4.28","4.28","15.66","3,419,000.00"
"GENERAL MOTORS FINANCIAL CO INC","Fixed Income","0.00","103.78","3,388,843.80","3,388,843.80","Industrial","BD8BSG7","US37045XBK19","3.70","May 09, 2023","2.49","2.43","2.95","3,240,000.00"
"TIME WARNER CABLE LLC","Fixed Income","0.00","114.52","3,386,064.17","3,386,064.17","Industrial","B441BS1","US88732JBB35","5.50","Sep 01, 2041","4.45","4.43","12.88","2,900,000.00"
"JPMORGAN CHASE & CO","Fixed Income","0.00","107.13","3,378,139.18","3,378,139.18","Financial Institutions","BH31XJ8","US46647PAY25","4.02","Dec 05, 2024","2.22","2.09","3.57","3,136,000.00"
"ABBOTT LABORATORIES","Fixed Income","0.00","101.73","3,380,892.91","3,380,892.91","Industrial","BWB9C25","US002824BA72","2.55","Mar 15, 2022","1.72","1.72","2.05","3,293,000.00"
"FNMA 15YR 3.5% MLB 125K 2017","Fixed Income","0.00","105.33","3,381,676.89","3,381,676.89","MBS Pass-Through","-","-","3.50","Nov 01, 2032","2.04","2.04","2.26","3,202,597.00"
"FGOLD 30YR 4.5% FICO <660 2017","Fixed Income","0.00","106.56","3,383,840.96","3,383,840.96","MBS Pass-Through","-","-","4.50","Jun 01, 2047","2.38","2.38","0.85","3,165,491.00"
"NORFOLK SOUTHERN CORPORATION","Fixed Income","0.00","102.81","3,378,674.98","3,378,674.98","Industrial","B9XQF46","US655844BL13","2.90","Feb 15, 2023","1.95","1.87","2.69","3,245,000.00"
"NORFOLK SOUTHERN CORP","Fixed Income","0.00","102.27","3,382,404.48","3,382,404.48","Industrial","B7C6DP0","US655844BJ66","3.00","Apr 01, 2022","1.93","1.79","1.87","3,276,000.00"
"ROYAL BANK OF CANADA MTN","Fixed Income","0.00","102.53","3,377,092.56","3,377,092.56","Financial Institutions","BJV2WC3","US78013XZU52","2.55","Jul 16, 2024","1.96","1.96","4.22","3,291,000.00"
"STATE STREET CORP","Fixed Income","0.00","103.03","3,374,202.93","3,374,202.93","Financial Institutions","BD724C9","US857477AW33","2.65","May 19, 2026","2.13","2.13","5.78","3,259,000.00"
"AMERICAN HONDA FINANCE CORPORATION MTN","Fixed Income","0.00","99.94","3,376,173.29","3,376,173.29","Industrial","BD8F5N5","US02665WBG50","1.70","Sep 09, 2021","1.74","1.74","1.58","3,356,000.00"
"US BANCORP MTN","Fixed Income","0.00","106.91","3,373,035.53","3,373,035.53","Financial Institutions","BJFZZ52","US91159HHG83","3.70","Jan 30, 2024","1.90","1.86","3.61","3,102,000.00"
"PACIFICORP","Fixed Income","0.00","139.67","3,374,125.79","3,374,125.79","Utility","B1Z2XW0","US695114CB21","6.10","Aug 01, 2036","3.03","3.03","11.20","2,365,000.00"
"MARSH & MCLENNAN COMPANIES INC","Fixed Income","0.00","116.81","3,372,036.25","3,372,036.25","Financial Institutions","BYX30Z8","US571748BD35","4.20","Mar 01, 2048","3.28","3.27","16.87","2,845,000.00"
"AUTOMATIC DATA PROCESSING INC","Fixed Income","0.00","107.67","3,370,915.38","3,370,915.38","Industrial","BZ0V2C3","US053015AE30","3.38","Sep 15, 2025","1.93","1.87","4.93","3,095,000.00"
"GSMS_18-GS9 A4","Fixed Income","0.00","112.09","3,371,464.50","3,371,464.50","CMBS","-","US36255NAT28","3.99","Mar 10, 2051","2.28","2.28","6.67","3,000,000.00"
"SUNOCO LOGISTICS PARTNERS OPERATIO","Fixed Income","0.00","105.79","3,373,867.77","3,373,867.77","Industrial","BL9FKB3","US86765BAP40","5.30","Apr 01, 2044","4.89","4.88","13.58","3,138,000.00"
"DUKE ENERGY FLORIDA LLC","Fixed Income","0.00","150.00","3,369,518.28","3,369,518.28","Utility","B39XY20","US341099CL11","6.40","Jun 15, 2038","2.88","2.88","12.22","2,235,000.00"
"JOHN DEERE CAPITAL CORP MTN","Fixed Income","0.00","107.40","3,369,506.25","3,369,506.25","Industrial","BF28VW5","US24422EUE75","3.45","Mar 13, 2025","1.93","1.93","4.66","3,100,000.00"
"STATE STREET CORP","Fixed Income","0.00","106.52","3,369,142.28","3,369,142.28","Financial Institutions","BHQ9BS4","US857477BC69","3.78","Dec 03, 2024","2.11","2.01","3.58","3,146,000.00"
"ECOLAB INC","Fixed Income","0.00","101.23","3,368,086.19","3,368,086.19","Industrial","BF7MH46","US278865AY63","2.38","Aug 10, 2022","1.87","1.86","2.37","3,291,000.00"
"TRUIST FINANCIAL CORP MTN","Fixed Income","0.00","110.87","3,363,295.87","3,363,295.87","Financial Institutions","BJ2DGS9","US05531GAB77","3.88","Mar 19, 2029","2.53","2.52","7.70","2,996,000.00"
"MCDONALDS CORPORATION MTN","Fixed Income","0.00","119.26","3,366,054.12","3,366,054.12","Industrial","BF8QNS3","US58013MFH25","4.45","Sep 01, 2048","3.39","3.38","16.72","2,780,000.00"
"ELECTRONIC ARTS INC","Fixed Income","0.00","114.78","3,364,475.62","3,364,475.62","Industrial","BYXF1W8","US285512AD11","4.80","Mar 01, 2026","2.19","2.10","5.10","2,882,000.00"
"NEXTERA ENERGY CAPITAL HOLDINGS IN","Fixed Income","0.00","105.44","3,368,508.02","3,368,508.02","Utility","BJWZMS7","US65339KBH23","3.25","Apr 01, 2026","2.30","2.28","5.47","3,163,000.00"
"PRINCIPAL FINANCIAL GROUP INC","Fixed Income","0.00","134.83","3,359,498.32","3,359,498.32","Financial Institutions","B1G0GN5","US74251VAA08","6.05","Oct 15, 2036","3.32","3.32","11.32","2,460,000.00"
"EOG RESOURCES INC","Fixed Income","0.00","102.30","3,362,067.08","3,362,067.08","Industrial","B3YNJT7","US26875PAG63","4.10","Feb 01, 2021","1.79","1.79","0.97","3,223,000.00"
"CHICAGO ILL TRANSIT AUTH","Fixed Income","0.00","138.77","3,356,648.20","3,356,648.20","Local Authority","B3CDB04","US167725AC49","6.90","Dec 01, 2040","3.28","3.28","9.64","2,400,000.00"
"MASSACHUSETTS INSTITUTE OF TECHNOL","Fixed Income","0.00","166.22","3,357,775.85","3,357,775.85","Industrial","B4LWP63","US575718AA93","5.60","Jul 01, 2111","3.30","3.30","26.00","2,015,000.00"
"NEXTERA ENERGY CAPITAL HOLDINGS IN","Fixed Income","0.00","104.51","3,360,194.60","3,360,194.60","Utility","BJWZMQ5","US65339KBG40","3.15","Apr 01, 2024","2.02","2.00","3.83","3,184,000.00"
"CREDIT SUISSE GROUP FUNDING GUERNS","Fixed Income","0.00","101.78","3,359,412.70","3,359,412.70","Financial Institutions","BYM9XK3","US225433AM38","3.45","Apr 16, 2021","1.96","1.96","1.18","3,270,000.00"
"PNC BANK NATIONAL ASSOCIATION","Fixed Income","0.00","105.92","3,354,361.51","3,354,361.51","Financial Institutions","BF2JLM8","US69353RFG83","3.10","Oct 25, 2027","2.26","2.25","6.82","3,143,000.00"
"DUKE ENERGY CAROLINAS LLC","Fixed Income","0.00","114.44","3,348,689.16","3,348,689.16","Utility","BZ58832","US26442CAR51","3.88","Mar 15, 2046","3.07","3.06","16.63","2,890,000.00"
"BANK OF NEW YORK MELLON CORP/THE MTN","Fixed Income","0.00","102.51","3,355,723.66","3,355,723.66","Financial Institutions","BZC0LQ5","US06406FAE34","2.45","Aug 17, 2026","2.04","2.02","5.87","3,239,000.00"
"TOLEDO EDISON COMPANY (THE)","Fixed Income","0.00","141.14","3,348,873.64","3,348,873.64","Utility","B1HKL95","US889175BD66","6.15","May 15, 2037","3.07","3.07","11.69","2,352,000.00"
"ABBOTT LABORATORIES","Fixed Income","0.00","105.79","3,354,799.14","3,354,799.14","Industrial","BYQHX14","US002824BE94","3.40","Nov 30, 2023","1.83","1.77","3.46","3,155,000.00"
"AON CORP","Fixed Income","0.00","100.72","3,353,822.33","3,353,822.33","Financial Institutions","-","US037389BD49","2.20","Nov 15, 2022","1.93","1.93","2.70","3,315,000.00"
"PRINCETON UNIVERSITY","Fixed Income","0.00","143.30","3,349,478.50","3,349,478.50","Industrial","B3L59G3","US89837LAB18","5.70","Mar 01, 2039","2.77","2.77","12.72","2,300,000.00"
"KLA-TENCOR CORPORATION","Fixed Income","0.00","111.52","3,350,319.53","3,350,319.53","Industrial","BJDRF49","US482480AG50","4.10","Mar 15, 2029","2.67","2.64","7.50","2,964,000.00"
"OCCIDENTAL PETROLEUM CORPORATION","Fixed Income","0.00","100.86","3,354,795.31","3,354,795.31","Industrial","BYYD6F9","US674599CK94","2.60","Apr 15, 2022","2.20","2.19","2.08","3,302,000.00"
"WILLIAMS COMPANIES INC","Fixed Income","0.00","106.28","3,352,224.75","3,352,224.75","Industrial","BNKMVQ9","US96950FAQ72","3.90","Jan 15, 2025","2.55","2.48","4.37","3,150,000.00"
"EDISON INTERNATIONAL","Fixed Income","0.00","105.59","3,352,792.10","3,352,792.10","Utility","BF28Y93","US281020AM97","4.13","Mar 15, 2028","3.33","3.31","6.76","3,130,000.00"
"PEPSICO INC/NC","Fixed Income","0.00","117.56","3,342,182.43","3,342,182.43","Industrial","B557QD5","US713448BZ06","4.00","Mar 05, 2042","2.92","2.92","15.02","2,805,000.00"
"MERCK & CO INC","Fixed Income","0.00","121.09","3,346,128.43","3,346,128.43","Industrial","BJRL1T4","US58933YAW57","4.00","Mar 07, 2049","2.92","2.91","17.78","2,728,000.00"
"FGOLD 15YR 2011 PRODUCTION","Fixed Income","0.00","104.23","3,348,050.52","3,348,050.52","MBS Pass-Through","-","-","3.50","Jun 01, 2026","1.55","1.55","2.26","3,204,121.00"
"WESTPAC BANKING CORP","Fixed Income","0.00","102.75","3,342,662.16","3,342,662.16","Financial Institutions","BD0FRJ3","US961214DC40","2.70","Aug 19, 2026","2.25","2.25","5.95","3,216,000.00"
"TOYOTA MOTOR CREDIT CORP MTN","Fixed Income","0.00","101.66","3,341,659.91","3,341,659.91","Industrial","BDDXTP4","US89236TDP75","2.60","Jan 11, 2022","1.73","1.73","1.90","3,283,000.00"
"NORTHROP GRUMMAN COR","Fixed Income","0.00","101.90","3,343,552.20","3,343,552.20","Industrial","B5T1Z14","US666807BE14","3.50","Mar 15, 2021","1.79","1.79","1.09","3,240,000.00"
"DISCOVERY COMMUNICATIONS LLC","Fixed Income","0.00","112.33","3,346,863.10","3,346,863.10","Industrial","B7VJ231","US25470DAJ81","4.88","Apr 01, 2043","4.05","4.05","14.17","2,938,000.00"
"BANK OF NEW YORK MELLON CORP/THE MTN","Fixed Income","0.00","106.74","3,334,271.58","3,334,271.58","Financial Institutions","BJHHNV8","US06406HCS67","3.65","Feb 04, 2024","1.90","1.87","3.63","3,073,000.00"
"MIZUHO FINANCIAL GROUP INC","Fixed Income","0.00","104.76","3,337,971.88","3,337,971.88","Financial Institutions","BF93W31","US60687YAM12","3.17","Sep 11, 2027","2.48","2.48","6.72","3,150,000.00"
