Name,AssetClass,Weight,Price,MarketValue,NotionalValue,Sector,SEDOL,ISIN,Coupon,Maturity,YTM,Yield to Worst,Duration,Par Value
BAYER US FINANCE II LLC 144A,Fixed Income,0.03,109.43,533263.74,533263.74,Consumer Non-Cyclical,BYVPTT3,US07274NBF96,4.40,"Jul 15, 2044",3.80,3.80,15.20,487000.00
MOTIVA ENTERPRISES LLC 144A,Fixed Income,0.03,123.89,533217.62,533217.62,Owned No Guarantee,B5MMVT4,US61980AAD54,6.85,"Jan 15, 2040",4.95,4.95,11.83,430000.00
UNITEDHEALTH GROUP INC,Fixed Income,0.03,134.50,532469.98,532469.98,Insurance,B108F38,US91324PAR38,5.80,"Mar 15, 2036",3.07,3.07,11.18,390000.00
GENERAL MILLS INC,Fixed Income,0.03,120.98,531597.41,531597.41,Consumer Non-Cyclical,BFY3D44,US370334CJ19,4.70,"Apr 17, 2048",3.52,3.51,16.36,435000.00
NEW YORK PRESBYTERIAN HOS,Fixed Income,0.03,116.14,531282.10,531282.10,Consumer Non-Cyclical,BD8PHQ2,US649322AD67,4.06,"Aug 01, 2056",3.30,3.30,19.59,450000.00
TECK COMINCO LIMITED,Fixed Income,0.03,120.20,531018.37,531018.37,Basic Industry,B0LHSC7,US878742AE55,6.13,"Oct 01, 2035",4.34,4.34,10.49,435000.00
AEP TRANSMISSION COMPANY LLC,Fixed Income,0.03,113.55,530612.73,530612.73,Electric,BYXL3Q4,US00115AAF66,4.00,"Dec 01, 2046",3.24,3.23,16.78,465000.00
MCDONALDS CORPORATION MTN,Fixed Income,0.03,104.51,530577.42,530577.42,Consumer Cyclical,BK0WS12,US58013MFK53,3.63,"Sep 01, 2049",3.38,3.38,17.81,500000.00
ANHEUSER-BUSCH INBEV WORLDWIDE INC,Fixed Income,0.03,161.36,529193.96,529193.96,Consumer Non-Cyclical,B3RQGZ8,US03523TBJ60,8.00,"Nov 15, 2039",3.63,3.63,11.93,325000.00
ALABAMA POWER COMPANY,Fixed Income,0.03,108.45,528476.66,528476.66,Electric,BZ4F287,US010392FR41,3.70,"Dec 01, 2047",3.24,3.23,17.44,485000.00
SOUTH CAROLINA ELECTRIC & GAS,Fixed Income,0.03,137.72,528174.85,528174.85,Electric,B3D2757,US837004BV11,6.63,"Feb 01, 2032",2.89,2.89,8.76,375000.00
PRESIDENT AND FELLOWS OF HARVARD C,Fixed Income,0.03,105.19,526194.08,526194.08,Industrial Other,BYWY9T9,US740816AM58,3.15,"Jul 15, 2046",2.87,2.87,17.87,500000.00
DOMINION RESOURCES INC,Fixed Income,0.03,132.33,526027.86,526027.86,Electric,2463816,US25746UAN90,6.30,"Mar 15, 2033",3.26,3.26,9.43,391000.00
SNAP-ON INCORPORATED,Fixed Income,0.03,115.17,525459.63,525459.63,Capital Goods,BFZMFX3,US833034AL58,4.10,"Mar 01, 2048",3.27,3.26,16.97,450000.00
KRAFT HEINZ FOODS CO 144A,Fixed Income,0.03,103.81,525094.59,525094.59,Consumer Non-Cyclical,--,US50077LAU08,3.75,"Apr 01, 2030",3.31,3.30,8.34,500000.00
RIO TINTO FINANCE (USA) PLC,Fixed Income,0.03,124.90,524851.40,524851.40,Basic Industry,B757MN1,US76720AAD81,4.75,"Mar 22, 2042",3.18,3.15,14.26,415000.00
PPL ELECTRIC UTILITIES CORPORATION,Fixed Income,0.03,97.82,524422.08,524422.08,Electric,--,US69351UAW36,3.00,"Oct 01, 2049",3.11,3.11,18.94,530000.00
DOMINION RESOURCES INC,Fixed Income,0.03,108.99,524418.69,524418.69,Electric,B8QB5D0,US25746UBQ13,4.05,"Sep 15, 2042",3.47,3.47,14.78,475000.00
WASHINGTON GAS LIGHT COMPANY,Fixed Income,0.03,103.50,523964.13,523964.13,Natural Gas,--,US93884PDY34,3.65,"Sep 15, 2049",3.46,3.46,17.76,500000.00
DUKE ENERGY FLORIDA LLC,Fixed Income,0.03,104.65,523154.83,523154.83,Electric,BYQHNW5,US26444HAA95,3.40,"Oct 01, 2046",3.14,3.14,17.29,495000.00
TRAVELERS COS INC,Fixed Income,0.03,121.33,523046.56,523046.56,Insurance,BYXMWX7,US89417EAK55,4.30,"Aug 25, 2045",3.09,3.07,16.00,425000.00
ALIBABA GROUP HOLDING LTD,Fixed Income,0.03,119.54,522388.29,522388.29,Consumer Cyclical,BFDVG95,US01609WAW29,4.40,"Dec 06, 2057",3.47,3.46,19.48,435000.00
ENERGY TRANSFER PARTNERS LP,Fixed Income,0.03,112.71,521117.68,521117.68,Energy,BDWGZW3,US29273RAZ29,5.95,"Oct 01, 2043",5.03,5.02,13.01,455000.00
AGL CAPITAL CORPORATION,Fixed Income,0.03,128.25,520338.28,520338.28,Natural Gas,B030772,US001192AD50,6.00,"Oct 01, 2034",3.52,3.52,10.28,400000.00
BOEING CO,Fixed Income,0.03,103.68,519940.21,519940.21,Capital Goods,BGT6HH6,US097023CE35,3.50,"Mar 01, 2039",3.24,3.24,13.66,495000.00
KINDER MORGAN ENERGY PARTNERS LP,Fixed Income,0.03,139.17,520026.37,520026.37,Energy,B3V36S8,US28370TAD19,7.50,"Nov 15, 2040",4.56,4.56,11.98,370000.00
SOUTHERN CALIFORNIA EDISON COMPANY,Fixed Income,0.03,115.44,519144.58,519144.58,Electric,B469DS7,US842400FQ14,4.50,"Sep 01, 2040",3.45,3.43,13.58,443000.00
AETNA INC,Fixed Income,0.03,135.97,519185.07,519185.07,Insurance,B16MV25,US00817YAF51,6.63,"Jun 15, 2036",3.68,3.68,10.95,380000.00
MASCO CORPORATION,Fixed Income,0.03,103.94,518595.15,518595.15,Capital Goods,BDFZC82,US574599BM79,4.50,"May 15, 2047",4.25,4.25,15.59,495000.00
KIMCO REALTY CORPORATION,Fixed Income,0.03,113.30,517625.12,517625.12,Reits,BF7TVZ6,US49446RAT68,4.45,"Sep 01, 2047",3.68,3.67,16.12,450000.00
SOUTH CAROLINA ELECTRIC & GAS CO,Fixed Income,0.03,133.50,517070.68,517070.68,Electric,B4359G8,US837004CE86,5.45,"Feb 01, 2041",3.24,3.21,13.27,380000.00
DUKE ENERGY PROGRESS INC,Fixed Income,0.03,115.68,516199.74,516199.74,Electric,BSPCBB4,US26442RAD35,4.15,"Dec 01, 2044",3.23,3.22,15.88,444000.00
PUBLIC SERVICE ELECTRIC AND GAS CO MTN,Fixed Income,0.03,103.14,516214.09,516214.09,Electric,--,US74456QCC87,3.15,"Jan 01, 2050",2.99,2.99,19.17,500000.00
INTERNATIONAL PAPER CO,Fixed Income,0.03,126.27,515855.96,515855.96,Basic Industry,B6ZWB98,US460146CH42,6.00,"Nov 15, 2041",4.16,4.13,12.99,405000.00
PLAINS ALL AMERICAN PIPELINE LP,Fixed Income,0.03,101.42,515805.34,515805.34,Energy,B6Y16K2,US72650RBA95,5.15,"Jun 01, 2042",5.04,5.04,13.13,505000.00
WELLS FARGO & COMPANY,Fixed Income,0.03,131.43,515428.51,515428.51,Banking,B065T23,US949746JM44,5.38,"Feb 07, 2035",2.80,2.80,10.80,385000.00
SOUTHWESTERN PUBLIC SERVICE CO,Fixed Income,0.03,128.62,515279.38,515279.38,Electric,B1FS7F9,US845743BL61,6.00,"Oct 01, 2036",3.69,3.69,11.19,395000.00
VIRGINIA ELECTRIC AND POWER COMPAN,Fixed Income,0.03,113.19,515333.21,515333.21,Electric,BZ0WZD8,US927804FY56,3.80,"Sep 15, 2047",3.09,3.08,17.28,450000.00
BERKSHIRE HATHAWAY FINANCE CORP,Fixed Income,0.03,120.96,514995.86,514995.86,Insurance,B96WCM8,US084664BV29,4.30,"May 15, 2043",3.04,3.04,15.35,423000.00
COMMONWEALTH BANK OF AUSTRALIA MTN 144A,Fixed Income,0.03,102.68,514889.63,514889.63,Banking,BK5W9P8,US202712BL88,3.74,"Sep 12, 2039",3.55,3.55,13.74,495000.00
PUGET SOUND ENERGY INC,Fixed Income,0.03,138.83,514754.96,514754.96,Electric,B1FDPM7,US745332BX33,6.27,"Mar 15, 2037",3.29,3.29,11.41,365000.00
WELLTOWER INC,Fixed Income,0.03,102.70,513767.59,513767.59,Reits,BK5R492,US95040QAJ31,3.10,"Jan 15, 2030",2.79,2.78,8.51,500000.00
MARATHON PETROLEUM CORP,Fixed Income,0.03,110.40,513648.02,513648.02,Energy,BQSC311,US56585AAJ16,5.00,"Sep 15, 2054",4.41,4.41,16.70,458000.00
LEAR CORPORATION,Fixed Income,0.03,107.12,513390.04,513390.04,Consumer Cyclical,--,US521865AZ81,5.25,"May 15, 2049",4.79,4.79,15.08,475000.00
DUKE ENERGY PROGRESS LLC,Fixed Income,0.03,107.92,513136.81,513136.81,Electric,BF58H68,US26442UAE47,3.60,"Sep 15, 2047",3.17,3.16,17.40,470000.00
RPM INTERNATIONAL INC,Fixed Income,0.03,100.56,513205.60,513205.60,Basic Industry,BFDSN40,US749685AW30,4.25,"Jan 15, 2048",4.22,4.22,16.13,510000.00
DELL INTERNATIONAL LLC 144A,Fixed Income,0.03,140.41,512994.95,512994.95,Technology,BD96MK3,US25272KAR41,8.35,"Jul 15, 2046",5.45,5.43,12.74,365000.00
MIDAMERICAN ENERGY COMPANY,Fixed Income,0.03,101.67,512537.63,512537.63,Electric,--,US595620AV77,3.15,"Apr 15, 2050",3.06,3.06,19.06,500000.00
OHIO EDISON COMPANY,Fixed Income,0.03,145.65,510174.37,510174.37,Electric,B17P026,US677347CE41,6.88,"Jul 15, 2036",3.27,3.27,11.08,350000.00
CSX CORP,Fixed Income,0.03,111.63,508775.25,508775.25,Transportation,B8MZYR3,US126408GY39,4.10,"Mar 15, 2044",3.39,3.38,15.40,450000.00
LEGG MASON INC,Fixed Income,0.03,118.18,508556.42,508556.42,Brokerage/Asset Managers/Exchanges,BJ4H805,US524901AR65,5.63,"Jan 15, 2044",4.39,4.39,13.97,430000.00
MAGELLAN MIDSTREAM PARTNERS LP,Fixed Income,0.03,103.20,508594.39,508594.39,Energy,BK63XX6,US559080AP17,3.95,"Mar 01, 2050",3.77,3.77,17.22,485000.00
LUBRIZOL CORPORATION (THE),Fixed Income,0.03,143.27,508408.69,508408.69,Basic Industry,B03QTN0,US549271AF19,6.50,"Oct 01, 2034",2.87,2.87,10.29,350000.00
PROGRESS ENERGY INC,Fixed Income,0.03,142.69,508499.98,508499.98,Electric,2747822,US743263AE50,7.75,"Mar 01, 2031",3.16,3.16,8.01,349000.00
WALMART INC,Fixed Income,0.03,143.32,507622.19,507622.19,Consumer Cyclical,B58K4P9,US931142CS01,5.63,"Apr 01, 2040",2.80,2.80,13.29,350000.00
TAMPA ELECTRIC CO,Fixed Income,0.03,112.33,507335.64,507335.64,Electric,B8G1GS2,US875127BA91,4.10,"Jun 15, 2042",3.32,3.30,14.86,450000.00
CONCOPH,Fixed Income,0.03,145.70,506194.66,506194.66,Energy,2977953,US12201PAN69,7.40,"Dec 01, 2031",2.84,2.84,8.64,345000.00
DEUTSCHE TELEKOM AG 144A,Fixed Income,0.03,101.19,505951.73,505951.73,Communications,--,US251566AA37,3.63,"Jan 21, 2050",3.56,3.56,18.02,500000.00
UNITEDHEALTH GROUP INC,Fixed Income,0.03,116.51,505847.90,505847.90,Insurance,BD9GGT0,US91324PCZ36,4.25,"Apr 15, 2047",3.32,3.31,16.55,430000.00
EL PASO ELECTRIC CO,Fixed Income,0.03,125.35,505785.10,505785.10,Electric,B08V071,US283677AW22,6.00,"May 15, 2035",3.80,3.80,10.57,400000.00
KIMBERLY-CLARK CORP,Fixed Income,0.03,150.02,505390.68,505390.68,Consumer Non-Cyclical,B23P3Y0,US494368BC63,6.63,"Aug 01, 2037",2.95,2.95,11.52,330000.00
ALABAMA POWER CO,Fixed Income,0.03,139.19,505133.76,505133.76,Electric,B2RLG45,US010392EZ75,6.13,"May 15, 2038",3.26,3.26,12.09,360000.00
VALMONT INDUSTRIES INC,Fixed Income,0.03,102.39,504368.67,504368.67,Capital Goods,BQRX166,US920253AE15,5.25,"Oct 01, 2054",5.10,5.10,15.64,485000.00
LOWES COMPANIES INC,Fixed Income,0.03,118.43,503818.86,503818.86,Consumer Cyclical,B7B2LT9,US548661CX31,4.65,"Apr 15, 2042",3.46,3.44,14.23,421000.00
ONCOR ELECTRIC DELIVERY CO LLC,Fixed Income,0.03,122.20,503604.24,503604.24,Electric,B8B7B80,US68233JAT16,4.55,"Dec 01, 2041",3.14,3.12,14.38,410000.00
APACHE CORPORATION,Fixed Income,0.03,108.11,503179.46,503179.46,Energy,B434WV1,US037411AY13,5.25,"Feb 01, 2042",4.66,4.65,12.99,455000.00
GLAXOSMITHKLINE CAPITAL INC,Fixed Income,0.03,119.80,503131.72,503131.72,Consumer Non-Cyclical,B8P30Y3,US377372AJ68,4.20,"Mar 18, 2043",3.01,3.01,15.29,415000.00
JOHNSON & JOHNSON,Fixed Income,0.03,129.42,502976.53,502976.53,Consumer Non-Cyclical,B4W6XQ0,US478160BA19,4.85,"May 15, 2041",2.98,2.98,14.16,386000.00
POTOMAC ELECTRIC POWER CO,Fixed Income,0.03,144.31,501965.42,501965.42,Electric,B3D2YJ0,US737679DB35,6.50,"Nov 15, 2037",3.21,3.21,11.75,345000.00
CONOCOPHILLIPS,Fixed Income,0.03,138.30,501774.01,501774.01,Energy,B2RB0L0,US20825CAP95,5.90,"May 15, 2038",3.14,3.14,12.23,360000.00
MARATHON PETROLEUM CORP,Fixed Income,0.03,108.16,501678.42,501678.42,Energy,BK5CVN0,US56585ABE10,4.50,"Apr 01, 2048",4.01,4.01,16.00,458000.00
FEDERAL REALTY INVESTMENT TRUST,Fixed Income,0.03,103.77,501028.67,501028.67,Reits,BYP6KW2,US313747AX55,3.63,"Aug 01, 2046",3.41,3.41,16.67,475000.00
ALLSTATE CORPORATION (THE),Fixed Income,0.03,128.09,499875.67,499875.67,Insurance,2727501,US020002AQ48,5.35,"Jun 01, 2033",2.81,2.81,10.01,388000.00
DUKE ENERGY CORP,Fixed Income,0.03,109.30,499552.24,499552.24,Electric,BF46ZJ2,US26441CAY12,3.95,"Aug 15, 2047",3.43,3.42,16.74,450000.00
CNOOC FINANCE (2013) LTD,Fixed Income,0.03,98.84,499285.16,499285.16,Owned No Guarantee,--,US12625GAG91,3.30,"Sep 30, 2049",3.36,3.36,18.40,500000.00
ALABAMA POWER COMPANY,Fixed Income,0.03,117.13,498766.97,498766.97,Electric,BDFY6J8,US010392FP84,4.30,"Jan 02, 2046",3.31,3.30,16.17,425000.00
BRISTOL-MYERS SQUIBB CO 144A,Fixed Income,0.03,132.52,498746.48,498746.48,Consumer Non-Cyclical,--,US110122BS64,5.25,"Aug 15, 2043",3.26,3.26,14.56,370000.00
3M CO MTN,Fixed Income,0.03,98.49,497723.46,497723.46,Capital Goods,BDHDTV6,US88579YAW12,3.13,"Sep 19, 2046",3.21,3.21,17.52,500000.00
CSX CORPORATION,Fixed Income,0.02,114.89,495549.72,495549.72,Transportation,B6Z3ZB1,US126408GX55,4.40,"Mar 01, 2043",3.46,3.45,14.69,425000.00
BARRICK PD AUSTRALIA FINANCE PTY L,Fixed Income,0.02,130.77,495025.59,495025.59,Basic Industry,B5KT034,US06849UAD72,5.95,"Oct 15, 2039",3.73,3.73,12.52,374000.00
UNITEDHEALTH GROUP INCORPORATED,Fixed Income,0.02,121.29,494660.30,494660.30,Insurance,B76MDD2,US91324PBU57,4.63,"Nov 15, 2041",3.25,3.23,14.23,405000.00
GRUPO BIMBO SAB DE CV 144A,Fixed Income,0.02,97.39,494425.01,494425.01,Consumer Non-Cyclical,BGMGCQ7,US40052VAG95,4.00,"Sep 06, 2049",4.15,4.15,16.64,500000.00
UNITEDHEALTH GROUP INC,Fixed Income,0.02,138.47,493658.76,493658.76,Insurance,B45YNS3,US91324PBQ46,5.95,"Feb 15, 2041",3.38,3.35,12.99,350000.00
ALLSTATE CORPORATION (THE),Fixed Income,0.02,130.10,493364.02,493364.02,Insurance,B08B1V2,US020002AS04,5.55,"May 09, 2035",3.07,3.07,10.91,376000.00
PHILIP MORRIS INTERNATIONAL INC,Fixed Income,0.02,120.85,493047.51,493047.51,Consumer Non-Cyclical,BGCC7M6,US718172BD03,4.88,"Nov 15, 2043",3.57,3.57,14.81,405000.00
AON PLC,Fixed Income,0.02,112.57,492742.35,492742.35,Insurance,B9ZT6F1,US00185AAC80,4.45,"May 24, 2043",3.65,3.64,14.81,435000.00
MCDONALDS CORPORATION MTN,Fixed Income,0.02,118.45,492719.96,492719.96,Consumer Cyclical,BDFC7W2,US58013MFC38,4.45,"Mar 01, 2047",3.40,3.39,16.20,410000.00
WASTE MANAGEMENT INC,Fixed Income,0.02,115.81,492468.37,492468.37,Capital Goods,BJXKL73,US94106LBJ70,4.00,"Jul 15, 2039",2.93,2.91,13.78,425000.00
WW GRAINGER INC,Fixed Income,0.02,107.41,491837.85,491837.85,Capital Goods,BYP8NF2,US384802AC87,3.75,"May 15, 2046",3.33,3.32,16.70,455000.00
WALT DISNEY COMPANY (THE),Fixed Income,0.02,121.01,491559.84,491559.84,Communications,B4PCG66,US25468PCP99,4.38,"Aug 16, 2041",3.04,3.04,14.41,400000.00
COMISION FEDERAL DE ELECTRICIDAD 144A,Fixed Income,0.02,122.13,490881.94,490881.94,Owned No Guarantee,--,US200447AE01,6.13,"Jun 16, 2045",4.63,4.63,13.91,400000.00
CARDINAL HEALTH INC,Fixed Income,0.02,100.37,490775.97,490775.97,Consumer Non-Cyclical,BVB2PG2,US14149YBB39,4.50,"Nov 15, 2044",4.48,4.47,14.66,485000.00
VALE SA,Fixed Income,0.02,119.00,490176.56,490176.56,Basic Industry,B4M6ZX1,US91912EAA38,5.63,"Sep 11, 2042",4.30,4.30,13.37,405000.00
STANDARD CHARTERED PLC 144A,Fixed Income,0.02,122.29,489846.71,489846.71,Banking,B84PV36,US853254AK68,5.30,"Jan 09, 2043",3.83,3.83,14.16,400000.00
DUKE ENERGY CAROLINAS LLC,Fixed Income,0.02,117.39,488915.94,488915.94,Electric,B799H27,US26442CAM64,4.25,"Dec 15, 2041",3.15,3.13,14.62,415000.00
CARDINAL HEALTH INC,Fixed Income,0.02,102.40,488862.86,488862.86,Consumer Non-Cyclical,B7JRXS9,US14149YAW84,4.60,"Mar 15, 2043",4.43,4.43,14.05,470000.00
EASTMAN CHEMICAL CO,Fixed Income,0.02,112.16,488030.33,488030.33,Basic Industry,B8FGV38,US277432AL49,4.80,"Sep 01, 2042",3.98,3.97,13.91,428000.00
ATMOS ENERGY CORPORATION,Fixed Income,0.02,120.39,486830.08,486830.08,Natural Gas,--,US049560AP00,4.30,"Oct 01, 2048",3.21,3.20,17.11,400000.00
NORFOLK SOUTHERN CORPORATION,Fixed Income,0.02,123.95,486496.43,486496.43,Transportation,--,US655844CB22,5.10,"Aug 01, 2118",4.00,4.00,19.89,385000.00
PHILIP MORRIS INTERNATIONAL INC,Fixed Income,0.02,114.28,486339.23,486339.23,Consumer Non-Cyclical,B7NC4Y3,US718172AP42,4.50,"Mar 20, 2042",3.56,3.56,14.32,420000.00
ZIMMER BIOMET HOLDINGS INC,Fixed Income,0.02,102.60,485650.27,485650.27,Consumer Non-Cyclical,BWC5244,US98956PAG72,4.25,"Aug 15, 2035",4.02,4.02,11.12,465000.00
OCCIDENTAL PETROLEUM CORPORATION,Fixed Income,0.02,136.30,485310.26,485310.26,Energy,--,US674599DE26,7.88,"Sep 15, 2031",3.96,3.96,8.17,349000.00
BRISTOL-MYERS SQUIBB CO 144A,Fixed Income,0.02,125.14,485059.70,485059.70,Consumer Non-Cyclical,--,US110122BT48,4.63,"May 15, 2044",3.14,3.12,15.34,385000.00
IBM CORP,Fixed Income,0.02,135.25,484511.17,484511.17,Technology,7519576,US459200BB69,5.88,"Nov 29, 2032",2.63,2.63,9.59,356000.00
UNION ELECTRIC CO,Fixed Income,0.02,102.11,484590.46,484590.46,Electric,--,US906548CQ39,3.25,"Oct 01, 2049",3.14,3.14,18.62,470000.00
CONSOLIDATED EDISON COMPANY OF NEW,Fixed Income,0.02,117.40,484439.76,484439.76,Electric,BJXM2W1,US209111FV01,4.13,"May 15, 2049",3.21,3.20,17.56,410000.00
BOEING CO,Fixed Income,0.02,106.30,482265.53,482265.53,Capital Goods,BK1WFJ8,US097023CK94,3.90,"May 01, 2049",3.55,3.55,17.37,450000.00
AMGEN INC,Fixed Income,0.02,121.73,481883.77,481883.77,Consumer Non-Cyclical,B641Q46,US031162BE93,4.95,"Oct 01, 2041",3.51,3.51,13.90,391000.00
STANFORD UNIVERSITY,Fixed Income,0.02,115.28,481768.88,481768.88,Industrial Other,BDRXFL8,US85440KAA25,3.65,"May 01, 2048",2.86,2.85,17.96,415000.00
MEMORIAL SLOAN-KETTERING CANCER CE,Fixed Income,0.02,119.98,480844.07,480844.07,Consumer Non-Cyclical,BVFB1T0,US586054AC25,4.20,"Jul 01, 2055",3.25,3.25,19.52,400000.00
APTIV PLC,Fixed Income,0.02,116.53,480769.21,480769.21,Consumer Cyclical,BHL3SD5,US03835VAH96,5.40,"Mar 15, 2049",4.39,4.38,15.24,406000.00
SOUTHERN CALIFORNIA EDISON COMPANY,Fixed Income,0.02,132.29,480566.87,480566.87,Electric,2317894,US842400ES88,6.00,"Jan 15, 2034",3.13,3.13,10.14,363000.00
DUKE ENERGY CAROLINAS LLC,Fixed Income,0.02,141.55,479612.51,479612.51,Electric,B2QWHG8,US26442CAE49,6.05,"Apr 15, 2038",3.06,3.06,12.12,335000.00
CENTERPOINT ENERGY HOUSTON ELECTRI,Fixed Income,0.02,115.44,479594.90,479594.90,Electric,BFYS3F0,US15189XAS71,3.95,"Mar 01, 2048",3.12,3.11,17.25,410000.00
PPL CAPITAL FUNDING INC,Fixed Income,0.02,118.15,479617.62,479617.62,Electric,BKKMXF1,US69352PAJ21,5.00,"Mar 15, 2044",3.84,3.83,14.45,400000.00
AT&T INC,Fixed Income,0.02,134.11,479318.53,479318.53,Communications,B4SYWV6,US00206RAS13,6.55,"Feb 15, 2039",3.98,3.98,11.81,350000.00
UNITED PARCEL SERVICE INC,Fixed Income,0.02,106.56,479124.14,479124.14,Transportation,B6Y3NC9,US911312AR75,3.63,"Oct 01, 2042",3.22,3.22,15.43,445000.00
MCKESSON CORP,Fixed Income,0.02,112.40,479252.99,479252.99,Consumer Non-Cyclical,BKJV4C3,US581557BC84,4.88,"Mar 15, 2044",4.07,4.06,14.36,420000.00
MARATHON PETROLEUM CORP,Fixed Income,0.02,117.34,477590.92,477590.92,Energy,BZ02G68,US56585AAM45,5.85,"Dec 15, 2045",4.69,4.68,14.05,405000.00
GILEAD SCIENCES INC,Fixed Income,0.02,113.47,477358.43,477358.43,Consumer Non-Cyclical,BYND5Q4,US375558BJ18,4.00,"Sep 01, 2036",2.97,2.94,12.09,415000.00
PROGRESS ENERGY CAROLINAS INC,Fixed Income,0.02,115.65,477244.87,477244.87,Electric,B88N0G2,US144141DB18,4.10,"May 15, 2042",3.12,3.11,14.88,410000.00
MISSISSIPPI POWER CO,Fixed Income,0.02,110.62,476444.24,476444.24,Electric,B783QQ7,US605417BZ68,4.25,"Mar 15, 2042",3.55,3.55,14.48,425000.00
NK KAZMUNAYGAZ AO 144A,Fixed Income,0.02,117.79,476355.84,476355.84,Owned No Guarantee,BFM7DG0,US48667QAQ82,5.38,"Apr 24, 2030",3.31,3.31,8.05,400000.00
BURLINGTON RESOURCES LLC,Fixed Income,0.02,136.46,476252.18,476252.18,Energy,B1FYSG5,US20825VAB80,5.95,"Oct 15, 2036",3.13,3.13,11.42,345000.00
BRITISH TELECOMMUNICATIONS PLC 144A,Fixed Income,0.02,106.10,475996.77,475996.77,Communications,--,US111021AN11,4.25,"Nov 08, 2049",3.90,3.90,16.85,445000.00
TEXAS EASTERN TRANSMISSION LP 144A,Fixed Income,0.02,108.11,476002.47,476002.47,Energy,BYZHSJ8,US882384AE01,4.15,"Jan 15, 2048",3.68,3.68,16.72,440000.00
ARIZONA PUBLIC SERVICE CO,Fixed Income,0.02,117.12,475162.39,475162.39,Electric,B546Q33,US040555CN22,4.50,"Apr 01, 2042",3.40,3.38,14.33,401000.00
NORTHERN STATES POWER COMPANY (MIN,Fixed Income,0.02,132.51,474622.91,474622.91,Electric,B56HKK9,US665772CE73,5.35,"Nov 01, 2039",3.13,3.13,13.11,355000.00
AT&T INC,Fixed Income,0.02,125.37,474031.19,474031.19,Communications,B46N851,US00206RBA95,5.55,"Aug 15, 2041",3.81,3.81,13.28,371000.00
ARCHER DANIELS MIDLAND CO,Fixed Income,0.02,112.55,472544.52,472544.52,Consumer Non-Cyclical,BDQZGW3,US039483BM31,3.75,"Sep 15, 2047",3.07,3.07,17.34,415000.00
FEDERAL REALTY INVESTMENT TRUST,Fixed Income,0.02,118.45,472729.22,472729.22,Reits,BSMSVN7,US313747AV99,4.50,"Dec 01, 2044",3.39,3.38,15.49,397000.00
KINDER MORGAN ENERGY PARTNERS LP,Fixed Income,0.02,118.94,472190.03,472190.03,Energy,BJZXT76,US494550BU93,5.50,"Mar 01, 2044",4.24,4.22,13.84,390000.00
CONSUMERS ENERGY COMPANY,Fixed Income,0.02,103.44,471810.99,471810.99,Electric,BDCCZX2,US210518CZ72,3.25,"Aug 15, 2046",3.06,3.06,17.41,450000.00
INGERSOLL-RAND LUXEMBOURG FINANCE,Fixed Income,0.02,114.99,471779.95,471779.95,Capital Goods,BHPRH47,US456873AF50,4.50,"Mar 21, 2049",3.66,3.65,16.62,405000.00
MEAD JOHNSON NUTRITION CO,Fixed Income,0.02,137.21,470958.26,470958.26,Consumer Non-Cyclical,B3YRXN1,US582839AF31,5.90,"Nov 01, 2039",3.32,3.32,12.78,340000.00
NISOURCE INC,Fixed Income,0.02,107.08,471086.29,471086.29,Natural Gas,BD72Q01,US65473QBG73,3.95,"Mar 30, 2048",3.55,3.55,16.96,435000.00
EMPRESA DE TRANSPORTE DE PASAJEROS 144A,Fixed Income,0.02,115.25,470781.77,470781.77,Owned No Guarantee,BYX8967,US29246QAB14,5.00,"Jan 25, 2047",4.06,4.06,15.12,400000.00
ROCKWELL COLLINS INC.,Fixed Income,0.02,123.44,470882.79,470882.79,Capital Goods,BH7KDQ8,US774341AF84,4.80,"Dec 15, 2043",3.36,3.35,14.95,380000.00
SAN DIEGO GAS AND ELECTRIC COM,Fixed Income,0.02,116.96,469675.51,469675.51,Electric,B65CRM3,US797440BM51,4.50,"Aug 15, 2040",3.35,3.35,13.71,395000.00
BLACKSTONE FINANCE HOLDINGS CO LLC 144A,Fixed Income,0.02,117.32,469594.03,469594.03,Brokerage/Asset Managers/Exchanges,BWZN4V6,US09256BAH06,4.45,"Jul 15, 2045",3.43,3.43,15.92,400000.00
INVESCO FINANCE PLC,Fixed Income,0.02,124.07,469367.60,469367.60,Brokerage/Asset Managers/Exchanges,BGJZ1G0,US46132FAC41,5.38,"Nov 30, 2043",3.83,3.83,14.37,376000.00
TECK RESOURCES LTD,Fixed Income,0.02,107.84,469177.49,469177.49,Basic Industry,B899393,US878742AZ84,5.40,"Feb 01, 2043",4.83,4.82,13.11,425000.00
THOMSON REUTERS CORP,Fixed Income,0.02,123.43,468714.79,468714.79,Communications,B58MJG1,US884903BH70,5.85,"Apr 15, 2040",4.13,4.13,12.56,375000.00
SOUTH CAROLINA ELECTRIC & GAS COMP,Fixed Income,0.02,134.83,467603.83,467603.83,Electric,BY58YK4,US837004CJ73,5.10,"Jun 01, 2065",3.55,3.54,20.34,345000.00
CONSOLIDATED EDISON COMPANY OF NEW,Fixed Income,0.02,125.70,467461.68,467461.68,Electric,BGY2QS3,US209111FT54,4.65,"Dec 01, 2048",3.27,3.26,16.93,370000.00
WISCONSIN ELECTRIC POWER COMPANY,Fixed Income,0.02,120.11,466822.04,466822.04,Electric,BG5J553,US976656CK28,4.30,"Oct 15, 2048",3.22,3.21,17.13,385000.00
